cluster_final,rank,score,id,year,month,tags_raw,macro_tags,text_preview
14,3,0.46749502420425415,563160,2012,2,"[""дети""]","[""education_children""]","Пока папа чинил кран, его сын-школьник очень основательно пополнил свою базу нецензурного лексикона."
14,4,0.4816257357597351,676867,2014,1,"[""дети""]","[""education_children""]",Самый главный вклад в воспитание ребенка — правильно выбранный папа.
14,5,0.48876291513442993,622300,2013,1,"[""дети""]","[""education_children""]",Современные дети читают книги только от порки до порки.
14,6,0.5127112865447998,721865,2014,9,"[""дети""]","[""education_children""]","Сегодня открывал сыну чупа-чупс, сука, лучше бы обувь так клеили!"
14,7,0.5161840915679932,868902,2017,1,"[""дети"", ""новогодний""]","[""education_children"", ""religion_holidays""]","Мои родители долго думали, что положить мне под елку. В итоге легли сами. Так появился мой братик."
14,8,0.5185283422470093,783981,2015,9,"[""о жизни""]","[""absurd_philosophy""]","Бабье лето - это когда дети выращены, а внуков еще нет!"
15,1,0.2561151385307312,-82700002,1998,8,"[""гаи""]","[""law_crime""]","Пост ГАИ (ГИБДД). Мимо несется 600-й. Скорость за 200. Гаишник выбегает, машет жезлом, свистит, 600-й - ноль внимания. ГАИшник передает по рации на следующий пост. Снова свисток, снова взмахи жезлом, снова - ноль внимания. Снова - по рации на следующий пост. Так повторяется много раз. Наконец, на 2…"
15,2,0.25748223066329956,292770,2007,6,"[""гаи"", ""трамвай""]","[""law_crime"", ""transport""]","Гаишник останавливает водителя: - Ну как же так? Переставились через ряд, превысили скорость в два раза! Ну я еще могу понять - ""мерседес"". Но вы! Вы! Водитель трамвая! *marvladon*"
15,3,0.26114189624786377,-441900005,1996,4,"[""гаи""]","[""law_crime""]","Три гаишника останавливают кавказца. - Вы превысили скорость. - Вай, вот тебе десять тысяч, вот тебе десять тысяч, вот тебе десять тысяч... - Вы превысили скорость!!! - Вот тебе пятьдесят тысяч , вот тебе пятьдесят тысяч, вот тебе пятьдесят тысяч, ну я поехал... - Никуда вы не поедете! Я хочу увиде…"
15,4,0.26636892557144165,-9951405,2002,8,"[""гаи""]","[""law_crime""]","Останавливает гаишник машину. Все проверил - огнетушитель есть, аптечка полная, знак аварийной остановки на месте, талон техосмотра в наличии, водила ехал трезвый, пристегнутый, скорость не нарушал. Ну не к чему...... Подумал гаишник: - Ну ладно, давай полтинник и езжай. Водила: - Минуточку, а полт…"
15,5,0.27253496646881104,12396,1997,4,"[""гаи""]","[""law_crime""]","Останавливает гаишник жутко спешащего водилу: - Вы превысили скорость! Попрошу права! - Ну, началось.. Слушай, на тебе 20 баксов и иди ты на х$й! Гаишник с оскорбленным видом: - А вот за злостное оскорбление при исполнении, гражданин, с вас 100 долларов! Мужик, призадумавшись: - Неее, шеф, давай пе…"
15,6,0.27928638458251953,333205,2008,2,"[""гаи""]","[""law_crime""]","Гаишник тормозит машину на горном ""серпантине"": - Так-так, почему подсветка задних номеров не работает? Водитель выскакивает из автомобиля, зеленеет, начинает рвать на себе волосы, одежду, кататься по земле и орать не своим голосом: - Жизнь прошла зря! За что, Господиии?!!! Убейте меня прямо тут!!!…"
15,7,0.2886413335800171,359398,2008,8,"[""гаи""]","[""law_crime""]","На посту останавливает гаишник десятку, подходит, представляется, проверяет документы, улыбается, дает водителю пятьсот рублей, козыряет и уходит на обочину. Останавливает иномарку, улыбается еще шире и дает сто баксов. С поста выбегает с красной рожей начальник и орет: - Иванов, ты, что ж делаешь,…"
15,8,0.2924553155899048,13690,1997,12,"[""гаи""]","[""law_crime""]","По дороге на полной скорости несется ``Газик``, его мотает из стороны в сторону. ГАИшник останавливает машину, и оттуда выпадает мужик в ватнике, сапогах и засаленной кепке. - Товарищ водитель, - говорит ГАИшник, - вы, кажется, пьяны. Что пили? - Да мы, это, с братом выпили 6 пива, а потом еще на р…"
16,1,0.3048090934753418,319664,2007,11,"[""спорт""]","[""sport""]","Бездарная сборная России по футболу попала на Чемпионат Европы исключительно благодаря блестящей игре сборной Хорватии. Удивительно, но прекрасным сборным Израиля, Македонии, Эстонии и Андорры блестящая игра сборной Хорватии не помогла."
16,2,0.332131564617157,1302243,2022,2,"[""футбол""]","[""sport""]","Российскую футбольную сборную уже сегодня можно объявить чемпионом мира, поскольку все остальные команды отказываются с ней играть, и им надо засчитывать технические поражения."
16,3,0.3388277292251587,704181,2014,6,"[""футбол""]","[""sport""]","Наши футболисты - патриоты своей страны. По их лицам было видно, что тоска по Родине не позволяет им дальше играть на чемпионате."
16,4,0.34630805253982544,704746,2014,6,"[""спорт""]","[""sport""]","Тренеры, игроки меняются - а сборная России по футболу не теряет свою игру!"
16,5,0.36214858293533325,704179,2014,6,"[""футбол""]","[""sport""]","гомосеки европы от всей души поздравляют российских коллег из сборной по футболу, сохранивших очко в матче с командой алжира"
16,6,0.37833118438720703,-10099591,2000,8,"[""спорт""]","[""sport""]","Отличная погода, светит солнце, не жарко, мягкий газон, луж нет, в общем, все опять против нашей сборной по футболу!"
16,7,0.37973469495773315,338151,2008,3,"[""спорт""]","[""sport""]",В ответ на три забитых румынскими футболистами мяча наши забили на футбол.
16,8,0.3870905637741089,190254,2005,10,"[""спорт""]","[""sport""]","Кто к нам с мячом придет, тот от смеха и умрет. Сборная России по футболу."
17,1,0.48778587579727173,491693,2011,1,"[""фильмы""]","[""media_popculture""]",- Как уже достали эти фильмы со спецэффектами в главной роли!
17,2,0.49226605892181396,83761,2004,2,"[""фильмы""]","[""media_popculture""]","Мел Гибсон, ободренный прокатным успехом своего фильма ""Страсти Христовы"", подумывает об издании книги, основанной на фильме. Jay Leno, http://www.7nebo.com"
17,3,0.5006674528121948,429311,2009,12,"[""Валуев"", ""кино"", ""фильмы""]","[""politics_power"", ""media_popculture""]","Самый страшный фильм за всю историю кино? Этот тот, где в главной роли - Валуев, а озвучивает его - Джигурда! (c)Mnenie2009"
17,4,0.5023164749145508,795429,2015,11,"[""звёзды""]","[""media_popculture""]","Надо снять драматическое кино про Ди Каприо. Про то, как он, как ни старался, а так и не получил Оскара. А потом тому актеру, который сыграет Ди Каприо, дать Оскара."
17,5,0.5032888054847717,448455,2010,4,"[""фильмы""]","[""media_popculture""]","Никита Михалков не стал снимать фильм ""Трудно быть богом"": он искренне не может понять, что же в этом трудного."
17,6,0.5056061744689941,1069958,2019,12,"[""геи"", ""тв""]","[""sex_gender"", ""media_popculture""]","Без Баскова, Билана, Киркорова - ""Голубой огонёк"" какой-то даже совсем не голубой."
17,7,0.5102020502090454,448456,2010,4,"[""кино""]","[""media_popculture""]",Вышел из кино. Как же мы были несправедливы к Церетели...
17,8,0.5198185443878174,914440,2017,10,"[""фильмы""]","[""media_popculture""]","В фильме ""Матильда"" все было прекрасно. И сюжет, и актерский состав, и режиссура, и борьба с цензурой, и рецензии с закрытых просмотров. И все же одну ошибку сделали создатели фильма. Не надо было выводить его в широкий прокат. А то все увидели, что это посредственное дерьмо."
18,1,0.2349013090133667,359276,2008,8,"[""авиация"", ""парашют""]","[""transport""]","Летит самолет. Из кабины выходит командир с парашютом за спиной, и с грустным видом идет по салону. Пассажиры, волнуясь, спрашивают: - Что случилось, командир? Он в ответ только вздыхает. Доходит до хвоста и открывает люк. Последний пассажир спрашивает: - Да что же случилось?! А командир вздохнул и…"
18,2,0.33531248569488525,338150,2008,3,"[""авиация""]","[""transport""]","Пассажир летит первый раз в самолете. Высота 10000 метров. Бедняге плохо, его трясет, его тошнит. Вдруг прямо перед его глазами появляются маленькие ангелок и чертик. - Что? Страшно, брат? - спрашивает сочувственно ангелочек. - С-страшно-о! - Хочешь, небось, поскорее на землю попасть? - Х-хочу-у! А…"
18,3,0.33593952655792236,64761,2003,10,"[""парашют""]","[""transport""]","Десантники-новобранцы поднимаются на самолете в небо, чтобы в первый раз прыгнуть с парашютом. Старлей-инструктор обращается к ним: - Итак, товарищи солдаты, после стольких дней теории и упражнений на земле настало время совершить свой первый прыжок. Мы находимся на высоте 10000 метров. Приготовить…"
18,4,0.33691877126693726,262905,2006,11,"[""авиация""]","[""transport""]","Летит самолет. Вдруг в кабине пилотов загорается табло ""Критическая неисправность"". Один пилот идет успокаивать пассажиров, а другой спокойно ударяет кулаком по приборной панели - самолет застывает в воздухе. Не спеша, два часа чинит, потом опять кулаком по приборной панели - самолет летит дальше,…"
18,5,0.3529159426689148,-1102200005,1999,10,"[""авиация""]","[""transport""]","В аэропорту нелетная погода. Рейсы задерживаются один за другим. Пассажиры злые. И вот проглядывает сольнышко. Обьявляют посадку на рейсы. Ужасная суматоха, путаница и неразбериха. И вот в одном самолете, перед взлетом, вперед выходит стюардесса и начинает жевать про: ""просим извинить за задержку..…"
18,6,0.37073129415512085,-10080436,2000,12,"[""авиация""]","[""transport""]","Достаточно одного взгляда на тех, кто сидит в самолете, чтобы точно их классифицировать. Первая группа - эти с самого начала пристегиваются ремнями, достают газету и спокойно читают в полете, при аварийных сообщениях они со скучающим видом продолжают листать прессу - это опытные пассажиры с большим…"
18,7,0.3761635422706604,69382,2003,11,"[""авиация""]","[""transport""]","У самолета отказывают все двигатели, и он начинает падать. Находящийся среди пассажиров священник обращается к остальным: - Братья и сестры! Давайте возьмемся за руки и помолимся Богу, чтобы он забрал нас к себе на небеса! Один из пассажиров добавляет: - И нам нужно поторапливаться - а то мы летим…"
18,8,0.3836544156074524,14398,1997,12,"[""авиация""]","[""transport""]","Прилетает пассажирский самолет в заморские страны. Экипаж сдает лайнер, сами - в гостиницу, бухают по-черному, трахаются пилоты со стюардессами, с горничными, стюардессы - со всей гостиницой. Упились, обкурились и т.д. Утром просыпается одна стюардесса... Смотрит вокруг... Одежда женская навалена..…"
19,1,0.3607805371284485,1352941,2022,9,"[""врачи"", ""Рабинович""]","[""literature_folklore_characters"", ""health_medicine""]","Рабинович обращается к врачу: - Двадцать тысяч гривен за операцию? Но ведь это очень дорого! - А вот идёт мой коллега Либерзон, который не возьмёт с вас ни копейки! - Как, неужели он таки делает операции бесплатно? - Да, ему обычно платят наследники."
19,2,0.37626200914382935,-10069374,2001,2,"[""Рабинович"", ""работа""]","[""work_professions"", ""literature_folklore_characters""]","Рабинович в суде. Он застал свою жену с мужчиной в постели. Судья спрашивает: - Вы сказали, что неписаный закон оправдал бы вас за убийство любовника жены и что вы наставили на него пистолет, но не выстрелили. Почему? - Ну, гражданин судья, когда я наставил свой пистолет на него, он спросил: ""Сколь…"
19,3,0.3900671601295471,551086,2012,1,"[""тв""]","[""media_popculture""]","- Рабинович, вы смотрели по телевизору заседание Думы? - Смотрел. - А вы слышали, что говорят депутаты? - А что, их надо ещё и слушать?"
19,4,0.3969062566757202,1216404,2021,5,"[""Рабинович""]","[""literature_folklore_characters""]","- Алло, Рабинович? - Его нет. Что ему передать? - Скажите, что звонил Цукерман и хотел пригласить его на обед. - Уже выезжаю!"
19,5,0.4012407064437866,-2062600001,2000,6,"[""Рабинович""]","[""literature_folklore_characters""]","Один предприниматель говорит другому: - Ну что это за продавцы??? Ничего толком продать не могут. Вот у меня был друг-прoдaвец Рабинович... И что ты думаешь, он не только умудрился продать доильный аппарат фермеру, у которого была всего лишь одна корова, но и взял эту корову в залог до полной выпла…"
19,6,0.40252888202667236,581398,2012,5,"[""Рабинович""]","[""literature_folklore_characters""]","- А вы знаете, как переводится на немецкий язык фамилия Масляков? - Как? - Бутерман. - А Рабинович? - А Рабинович не переводится. - Да-а, не перевелись ещё Рабиновичи на земле немецкой."
19,7,0.40876084566116333,592716,2012,7,"[""Рабинович""]","[""literature_folklore_characters""]","- Рабинович, вам нужен хороший адвокат? - Ой вэй, мне бы судью хорошего!.."
19,8,0.4088427424430847,945675,2018,4,"[""мужчины"", ""Одесса"", ""Рабинович""]","[""sex_gender"", ""literature_folklore_characters"", ""cities_places""]","- Извините, господин директор, я хотел бы вам кое-что сказать. - Пожалуйста, дорогой Ефим Соломонович! - Несчастный коллега Рабинович умер. Я не мог бы занять его место? - Я не возражаю. Договоритесь об этом в бюро ритуальных услуг."
