cluster_final,rank,score,id,year,month,tags_raw,macro_tags,text_preview
15,5,-0.006132006645202637,508165,2011,4,"[""милиция""]","[""army_police""]","Интересно, а полиция до сих пор ещё внутренние органы или уже внешние..."
15,6,0.0001614689826965332,491525,2011,1,"[""милиция""]","[""army_police""]","Доблестная полиция на улицах Посквы, разъезжая с включенными пигалками, будет охранять мокой Педведева и Мутина...."
15,7,0.0024123787879943848,403887,2009,6,"[""блондинки""]","[""sex_gender""]","- Кто это тут ограждение сбил? - Блондинка на иномарке! - Номер не запомнил? - Да, пожалуй, пятый будет!!"
15,8,0.0031406283378601074,732376,2014,11,"[""гаи""]","[""law_crime""]","Гаишник, который пять лет просидел с радаром в кустах, приобрёл способность к фотосинтезу."
16,1,-0.07542240619659424,42852,2003,5,"[""армянское радио""]","[""literature_folklore_characters""]","Армянское радио. Карен и Армен всю жизнь мечтали побывать в Третьяковской галерее... Но их радость была бы не полной, если бы их задержали с украденой картиной на выходе. Ronaldo999."
16,2,-0.07323986291885376,481304,2010,11,"[""Сочи 2014""]","[""sport""]",Завершается всенародный конкурс на лого и талисман Сочинской олимпиады. В той или иной степени тема пилы присутствует на 58% представленных работ.
16,3,-0.05997973680496216,884254,2017,4,"[""Валуев""]","[""politics_power""]",Николаю Валуеву всегда удаётся вставить флэшку с первого раза.
16,4,-0.040162742137908936,587247,2012,6,"[""политика""]","[""politics_power""]",Россияне готовятся потуже затянуть свои пояса на шеях единоросов...
16,5,-0.03869348764419556,663299,2013,10,"[""Сочи 2014""]","[""sport""]",Надо было Сочинский факел назвать «Ипотека». Тогда бы он хрен когда погасился.
16,6,-0.00655752420425415,677365,2014,2,"[""Сочи 2014""]","[""sport""]","Лет эдак через двадцать в учебниках по новейшей истории России точно будет глава: ""Период восстановления народного хозяйства после Сочинской олимпиады. 2014-2024 гг."""
16,7,0.0007590055465698242,-1022500010,1999,2,"[""спорт""]","[""sport""]","Парень купил билет на Кубок Мира по футболу у сотрудника. Когда он пришел на стадион, его место оказалось на самом последнем ряду и к тому же в углу. Через некоторое время он заметил в бинокль, что одно место свободно, в 10-ом ряду от поля и прямо по центру. Он решил рискнуть и, проскользнув мимо м…"
16,8,0.002246856689453125,190569,2005,10,"[""спорт""]","[""sport""]","В футбольной команде сменился капитан, и команда стала подряд все матчи выигрывать. Бывший капитан думает, в чем же дело? игроки ведь те же самые. Позвонил новому капитану и говорит - объясни, мол, почему такой успех. Новый объясняет: - Да это очень просто. У тебя раньше перед матчем судья просил м…"
17,1,-0.059152066707611084,313969,2007,10,"[""Гарри Поттер""]","[""literature_folklore_characters""]","Идет парень по дороге, вдруг навстречу ему чувак со шрамом в виде молнии. Парень (обалдев): - О!!! Гарри Поттер?! 8-0 Чувак (грустно): - Да нет, в опель влетел...("
17,2,-0.050382792949676514,956355,2018,6,"[""интернет"", ""реклама"", ""фильмы""]","[""it_internet"", ""media_popculture"", ""consumer_services""]","Скорость современного Интернета и длительность рекламных пауз позволяют за время рекламы скачать фильм целиком, и дальше смотреть, уже не отвлекаясь на рекламу."
17,3,-0.03724050521850586,538477,2011,10,"[""Карлсон""]","[""literature_folklore_characters""]","Лужков - это российский Карлсон! Любит варенье и мед. Улетел, но обещал вернуться!"
17,4,-0.03486078977584839,38882,2003,4,"[""звёзды""]","[""media_popculture""]","Попали на необитаемый остров Кристина Орбакайте, Наташа Королева и Алсу. Плохо дело: лодки нет, есть нечего. Одно хорошо - нашелся сотовый телефон, только в нем заряда осталось на один звонок. - Надо позвонить моей маме. Она сделает все, чтобы меня спасти, - говорит Кристина. - Не-ет, - возражает Н…"
17,5,-0.03252065181732178,-10069690,2001,1,"[""Штирлиц""]","[""literature_folklore_characters""]","Борман Мюллеру: - Вчера на Штирлице новый детектор лжи проверяли. Я ему: ""Ваша фамилия?"" Он: ""Исаев."" Прибор молчит. Я: ""Профессия?"" Он: ""Русский шпион."" Прибор опять молчит. Мюллер: - Говорил я тебе, напиши рапорт... Вечно неисправную технику нам шлют!!!"
17,6,-0.027615606784820557,346998,2008,5,"[""звёзды""]","[""media_popculture""]",На конкурсе Евровидения 2009 снова выступит Дима Билан. Плющенко не будет кататься по искусственному льду. Через козла будет прыгать Алексей Немов.
17,7,-0.02218681573867798,101679,2004,6,"[""кино""]","[""media_popculture""]","Дед бил - не разбил, Баба била - не разбила. Смотрите в кинотеатрах с 1 августа Супер-Боевик: ""Яйцо наносит ответный удар""."
17,8,-0.020597398281097412,760857,2015,4,"[""война""]","[""army_police""]","Ветеран войны пришёл накануне 70-летия Победы с внуками на Красную площадь. - Я помню, - рассказывает он, - как мы в сорок первом году Мавзолей маскировали от фашистов. Они ведь тогда были совсем рядом... Тут, подходя поближе, он замечает, что мавзолей снова замаскирован. - Шо, опять?!.."
18,1,-0.08057188987731934,1137721,2020,8,"[""русский язык""]","[""textual_forms""]","Исправьте ошибку в слове ""херошо"", и я скажу вам, оптимист вы или пессимист."
18,2,-0.07612913846969604,201312,2005,12,"[""работа""]","[""work_professions""]","В канун Нового года генеральный директор заходит к менеджерам в кабинет. На столах водка, закуски, все курят. Директор говорит, возмущаясь: - Я же запретил пить и курить на работе!!! Тут поднимается один из самых трезвых сотрудников: - Шеф, блин, а кто ра-а-аботает-то?!"
18,3,-0.03740072250366211,1439510,2024,1,"[""тв"", ""школа""]","[""education_children"", ""media_popculture""]","- Почему не пугает вас, что почти никто не сможет объяснить, почему воткнутый в розетку вентилятор КРУТИТСЯ? - Объясняю. Потому, что переменный ток - он синусоидальной формы. А его запихивают в прямые провода. На выходе он снова расправляется и эта сила крутит лопасти. Чего сложного-то?))) - Умник…"
18,4,-0.03196108341217041,1402852,2023,6,"[""армия""]","[""army_police""]","– Ты знаешь, воин мужественный, что можно доверить солдату? – Никак нет, товарищ старший прапорщик! – Солдату можно доверить только сторожить большой чугунный шар! Объясняю. Почему шар? Чтобы не укололся! Почему чугунный? Чтобы не утащил! Почему большой? Чтобы не проглотил!"
18,5,-0.02391839027404785,744742,2015,1,"[""космос""]","[""science_space""]","Все атомы нашего организма улетят в космос в процессе распада Солнечной системы, чтобы обрести вечную жизнь в виде массы или энергии. Вот чему нужно учить детей, а не рассказывать им сказки об ангелах и воссоединении с умершей бабушкой на небесах. © Каролин Порко, астроном"
18,6,-0.003975212574005127,-523100008,1996,12,"[""авиация""]","[""transport""]","Летит новый русский на самолете в Германию. Стюардесса объявляет: - Hаш самолет через несколько минут приземлится в городе Баден-Баден. HР (недовольный голос, распальцовка): - Hу, в натуре, че два раза-то повторять? Hе лохи же летят..."
18,7,0.02134639024734497,-1102500002,1999,10,"[""Колобок""]","[""literature_folklore_characters""]","катится колобок куда глаза глядят: земля-небо, земля-небо..."
18,8,0.022927403450012207,1108650,2020,4,"[""коронавирус"", ""русский язык""]","[""covid_pandemic"", ""textual_forms""]",И коротко о ситуации оборотами Великого и Могучего: • Авиаперевозчики в пролёте • Турагенты ждут у моря погоды • В ресторанах запахло жареным • Фитнес-клубы протягивают ноги • У топливных компаний дело пахнет керосином • Мебельный бизнес дал дуба • Производители одежды затягивают пояса • Коворкинги…
19,1,-0.13171279430389404,164147,2005,5,"[""армянское радио""]","[""literature_folklore_characters""]","Армянское радио спрашивают: - Как сделать походы по женским магазинам увлекательными для мужчин? Армянское радио отвечает: - Надо показывать в салонах женской одежды порнофильмы или хотя бы легкую эротику. Мужчин это будет задерживать, а женщин - торопить... Петроff"
19,2,-0.06949013471603394,207290,2006,1,"[""армянское радио""]","[""literature_folklore_characters""]","Армянское радио спрашивают:""Что такое миссионерская позиция""? - Это когда жена лежит на спине. - А муж? - А муж уехал миссионером в Африку."
19,3,-0.0594027042388916,-1122400002,1999,12,"[""Одесса""]","[""cities_places""]","Одесское радио спрашивают: ""Скажите, как назвать сына, если папа-еврей, мама-русская и оба националисты?"" Одесское радио отвечает: ""Изяслав""."
19,4,-0.04215937852859497,-9975257,2002,4,"[""работа""]","[""work_professions""]","Молодой адвокат устраивается на работу в соответствующую контору. Менеджер отдела кадров задает ему вопрос: - Вы считаете себя честным человеком? - Несомненно! Вот пример: как только я выиграл свой первый процесс, я отдал отцу 10 000 долларов, которые он одолжил мне на учебу. - Да, это впечатляет.…"
19,5,-0.029599666595458984,-10069359,2001,2,"[""работа""]","[""work_professions""]","Приходит в банк один начинающий бизнесмен занять немного денег на похороны отца, а залога никакого нет. Он начинает плакаться банкиру, так мол и так, помоги... Банкир в ответ говорит: - Ладно, посмотри мне в глаза, один глаз у меня не настоящий, стеклянный, вот если определишь, какой из них стеклян…"
19,6,-0.02233576774597168,1555489,2025,10,"[""армянское радио"", ""девушки""]","[""sex_gender"", ""literature_folklore_characters""]","– Можно ли гладить нейлоновые чулки? Армянское радио: – Можно, если они на хорошенькой ножке."
19,7,-0.012603998184204102,-2022500002,2000,2,"[""армянское радио""]","[""literature_folklore_characters""]","Армянскому радио задают вопрос: - Сколько человек живет в Чечне? Армянское радио отвечает: - Пока не знаем, там сейчас идет пере_пиздь населения."
19,8,-0.012169599533081055,1123585,2020,6,"[""политика""]","[""politics_power""]","Тележурналист берет интервью у женщины на улице. - Одобряете ли вы поправки к конституции? - Конечно. У нас в стране станет больше квалифицированных учителей и врачей. Повысится грамотность населения, увеличится количество талантливых ученых... Слегка обалдевший журналист спрашивает: - Извините, в…"
