id,text,cluster,x,y,date
737,"- Что будет, если из России вдруг исчезнет вся водка?- В природе ничего не исчезает бесследно. Если в России вдруг исчезнетводка, значит, где-то она появится. Вот там, где она появится, там ибудет Россия...",0,3.852203,8.028073,
738,"Группа защитников природы пыталась убедить ранчеров из Вайоминга использоватьболее гуманные методы контроля популяции койотов. Вместо того чтобы отстреливатьих, они предложили ловить койотов живьем, кастрировать самцов и отпускать.""Это действительно классная идея"", - сказал один фермер. - ""Но, видно, выне совсем понимаете проблему. Эти койоты не трахают наших овец, они их едят!""(с) Плэйбой 2000",3,2.0185492,10.2196245,
739,"- Але, господин Рабинович?- Да, а шо такое?- Это вас из банка звонят, у вас отрицательный баланс, - 500$!- Да? Шо вы говорите? А неделю назад посмотрите сколько было?- +500.- А две недели назад?- +1000.- А три недели?- +1500.- И что, я вам хоть раз позвонил?",1,-0.71350545,10.433147,
740,"Приходит Вовочка домой.Папа у него спрашивает:- Как дела, сынок?- Учительница музыки вызывает тебя в школу.- А что ты натворил? - спросил отец.- Все пели песню ""Какой у парня был конец"", а я еще и показывал.",3,0.650854,11.035561,
741,"Березовскому снится сон:Он решил отдать свои миллиарды долларов на благо России, набирает командупрофессионалов, которые начинают грамотно вкладывать в производство исельское хозяйство, 95% населеления реально ощущают подъем российскойэкономики, следует оглушительная поддержка его кандидатуры на президентскихвыборах 2004 года, Борис превращает Россию не в сырьевой придаток Запада,а в страну, вкладывающую свои природные ресурсы на благо народа. 12 летпродолжается рост экономики, создается сверхмобильная и профессиональная армия,создана непревзойденная система обороны от любого агрессора. США, исчерпавшиесвои природные запасы, переживают глубочайший кризис, их долг России составил200 миллиардов долларов. Россия много лет выполняет роль международногополицейского и судьи, ни один значимый вопрос не решается без участия России.Построены полностью автоматизированные производства, экология в норме, ядерныеотходы Россия хоронит теперь в Китае и США....БАБ просыпается в холодном поту:- Бля, приснится же ХЕРНЯ всякая.....",0,4.2855697,8.336765,
742,"Признание в любвиЛюбимая! Я инсталировался в тебя по уши. Ты переформатировала все моимозги. В моей оперативной памяти еще не было ничего подобного. Моявинда глючит. При виде тебя у меня повышается тактовая частота, ивинт увеличивается в объеме. Давай создадим с тобой директорию. Носначала - романтический ужин при зажженных экранах. Можешь сама вызватьменю. Лично я предпочитаю CD-ром, но обещаю не перезагружаться. А потоммы отправимся на твой сайт. Или на мой. Мы откроем друг другу свои файлы.",1,-0.7199144,9.20441,
743,"Встречаются два друга:1: - Вау, клево ты постригся! А как называется твоя новоя прическа?2: - А как ты узнал как называется моя новая прическа?1: - А что, твоя новая прическа называется ""А как называется твоя новоя прическа?""2: - Нет, она называется ""А как ты узнал как называется моя новая прическа?""",1,-1.275242,10.209924,
744,"Повезло маленькой девочке. Удалось ей как-то изловить Золотую Рыбку! Стоит онас ней, держит ее в своих ладошках... ну рыбка, как и положено, взмолилась:- Отпусти меня, любое желание выполню!Задумалась девочка, подумала-подумала, а потом берет Золотую Рыбку за хвостик,отрывает ей плавничок, кидает его и приговаривает:- Лети, лепесток, через Запад на Восток....",3,1.0617763,11.551497,
745,"Встречаются два производителя-вещевика, Бромштейн и Гольдберг.Бромштейн:- Прошедшая неделя была самой паршивой в моей жизни.Сначала я поехал в Сочи. Там целую неделю шел дождь.Жена пилила меня на чем свет стоит, почему мы не поехали в Гагры.Когда мы вернулись домой, я узнал, что мой племянничек Изятаки нагрел меня на пару тысяч долларов, стибрив деньги с моего счета.А когда я пришел в офис, то увидел, что мой сын Моня трахает моюлучшую модель прям у меня в кабинете на столе... Кошмар!!!Гольдберг:- У меня неделя была еще хуже! Сначала я поехал в Сочи.Там целую неделю шел дождь. Жена пилила меня на чем свет стоит,почему мы не поехали в Гагры. Когда мы вернулись домой, я узнал,что мой племянничек Боня таки нагрел меня на пару тысяч долларов,стибрив деньги с моего счета. А когда я пришел в офис, то увидел,что мой сын Мойша трахает мою лучшую модель прям у меня в кабинетена столе... Ужас!!!Бронштейн:- Ну и почему это у тебя хуже, чем у меня!? То же самое ведь!Гольдберг:- Бестолочь! Ты что ли забыл, что я произвожу семейные трусы...!?",1,-0.2940192,11.308373,
746,"Приходит мужик в милицию, на соседа жалуется:- Житья нет! Нынче вот опять мне по пьяному делу в глаз заехал!Милиционер (участливо):- Что, выбить хотел?- Да я так и не понял... То ли выбить, то ли поглубже вбить...",1,-0.8741938,11.519262,
747,"Абрам с Сарой совокупляются. Сара говорит:- Так, Абрамчик, вперед, вперед, чуть-чуть левее, а теперь резко подай назад!Абрам:- Сарочка, мы-таки ебемся или паркуемся?",1,-0.4766993,11.93938,
748,"Никогда не задумывались, почему у Швеции и Украины флаги одинаковогоцвета? Говорят, предприимчивые украинцы подобрали шведские флаги подПолтавой...",0,4.5806,8.544951,
749,"Дежурный по отделению подходит к своему начальнику - майору:- Товарищ майор, я тут машину продаю, а вы народу много знаете.Может, посоветуете кого?- А что за машина-то?- Да вот ВАЗ девятка.- Ну ничего так, понтовая машина... А сколько пробег?- 80 000.- Ого! Многовато... Ну ладно, я сейчас в тех.отдел звякну, ты к ним машинуподвези, они тебе счетчик назад прокрутят.- Большое спасибо, товарищ майор!На следующий день дежурный снова к майору приходит:- Ну, теперь у меня 60 000 на счетчике!- Да ты что?! 60 тыщ или 80 тыщ - все одно!! Ты уж нормально-то хоть быподкрутил! Давай фигней не занимайся, сходи в гараж и еще крутани себе.Ну тот часа через 2 снова приходит:- Ну теперь 10 000.- О! 10 000 - самое оно, чтоб девятку твою продать! Слушай, дай подумать...с 10 000 пробега Я Еі У ТЕБЯ КУПЛЮ!- Ага! С 10 000 ХРЕН Я Еі КОМУ ПРОДАМ!!",1,-0.6232359,11.7090225,
750,"Несмотря на тяжелейший кризис, который переживает Россия,по-прежнему хорошо, выпив 50 грамм водочки, закусить еехрустящим соленым огурчиком и сразу же повторить!",4,3.4723766,7.9324436,
751,"Cтандартная американская ситуевина.Ночь. В дверь фермера (Арканзас ессно) стучится заезжийкоммивояжер и просит ночлега. Фермер соглашается. Но у негоесть очаровательная и похотливая  дочурка. Поэтому, чтобыузнать, трахалась дочка с приезжим или нет, он кладетпод дверь три куриных яйца. Ясен пень, ночью в комнатудочки прямо-таки врывается чувак-странник и онихардкорово трахаются. Потом они замечаютрасколошматенные яйца и до них доходит вся трагедь.Взяв тюбик клея, они всю ночь склеивали яйца(вот дебилы, нет чтобы в холодильнике новых взять)А утром довольный фермер, забрав целые яйца,пошел жарить яичницу.Бум ножиком по яйцу - ПУСТОЕ!Бац по второму - ТОЖЕ  ПУСТОЕ!Хряп по третьему - ОПЯТЬ  ПУСТОЕ!Взбешенный фермер выбегает во двор, где пасутсякуры и другая живность и кричит:- А ну, бля, мазерфакеры, петухи гребанные,признавайтесь, кто из вас пользуется презервативами....!?!?!",3,0.3118255,11.614644,
752,"Муж спрашивает жену:- Ну, как дела?- Уже закончились.",1,-1.8903441,9.85951,
753,"Новый русский поймал золотую рыбку,ну та ему как всегда в подобных ситуациях:- Отпусти меня, братан, любое твое желание исполню и все такое...НР:- Да у меня все типа есть и ниче мне вроде бы не надо.Золотая рыбка:- Ну тогда давай так: первая женщина, которую ты встретишь,будет с БААЛЬШИМ сюрпризом.Ну НР естессно согласился.Ну и по дороге домой сажает в свой мерс голосовавшую на трассе девушку.Вроде бы и симпатичную, но ничего особенного. Помня обещание рыбки,он ее тащит в бар ну и там естессно уговаривает поехать к нему посмотреть""коллекцию гобеленов 16 века"".Типа с мыслью, что в сексе она просто супер.Ну тр..ул он ее, ну здорово, но ниче особенного. Ну НР думает: ""может, онакак жена клевая"". Женился на ней. Ну ничего особенного!!!Единственное - в клиторе маленькое золотое колечко вставлено.Ну НР интересно стало, что это за колечко, и он ночью аккуратненько егопинцетом разогнул и вынул.ВОТ ТУТ-ТО ГРАНАТА И ВЗОРВАЛАСЬ!!!!!",3,1.2407721,11.566213,
754,"Говоpят, что Альбеpт Гоp завел себе собаку, назвал Выбоpщик и достает еекомандой ""Дай голос!""",3,1.3955793,10.202425,
755,В штате Флорида любовь к демократии утоляют вручную.,0,3.1609402,7.387754,
756,"Новости:За продажу оружия Ирану США введет против России санкции....А пока Буш вводит Гору, а Гор - Бушу.",0,4.487469,9.042386,
757,Встречается как-то президент Путин с президентом США Гором. Или с Бушем.Или с Гором. Или с Бушем.,0,4.8253255,9.487939,
758,Самый длинный анекдот - выборы Президента США.(с) http://sy.vision.kz,0,4.8847866,9.120885,
759,"Вот все смеются, что европейские политики не могут показать на карте Иран. Ну и что?Вот вы можете показать на карте остров Эпштейна? И я не могу.А они могут!",0,4.3408012,9.202709,
760,Следующим президентом США будет Буш-святой дух.,0,4.749724,9.014534,
761,"Когда в древнем Риме слишком часто сменялись императоры, экономныеримляне не ставили статуй новым правителям, а просто откручивали головыу старых статуй и заменяли на новые. Учитывая античный опыт,предлагается:1. Во избежание дальнейшей путаницы с гимном на музыку Александровапринять гимн в первой редакции, заменив фамилии ""Ленин"" и ""Сталин""на ""Ельцин"" и ""Путин"" соответственно.2. Запретить в дальнейшем избираться на должность Президента РФ людям,чья фамилия состоит не состоит из двух слогов с ударением на первыйи не заканчивается на ""-ин"".3. В целях консолидации общества допустить вариации в ключевыхидеологически окрашенных словах, как то ""коммунизм"". Желающие при пениимогут заменять его на ""капитализм"" или ""либерализм"", поскольку никакогореального значения это уже не имеет.Приложение: отрывок из текста нового гимна:Сквозь грозы сияло нам солнце свободы,Но Ельцин великий нам путь озарил,Нас вырастил Путин на верность народу,на труд и на подвиги нас вдохновил.Славься, Отечество наше свободное,дружбы народов надежный оплот!Партия Путина - сила народнаяНас к торжеству коммунизма/капитализма/либерализма* ведет!",0,4.5987477,9.092722,
762,"Следом за акцией ""Кликни Деда Мороза!"" компания Coca-Colaпланирует с Нового года запустить акции ""Бэкапни Деда Мороза""и ""Форматни Снегурочку""Asik",4,2.1315095,9.241634,
763,"Стаpая бабка становится над паpнем в автобусе и начинает гpомко, нагло,демонстpативно попpекать ""мол, молодежь нынче не та"". Мест свободных -куча, но бабке требуется именно это. Паpень встает, усаживает бабкуи говоpит:- Ага, деpево - посадил, осталось постpоить дом и выpастить сына.",3,-0.0727648,11.08077,
764,"Встречаются два старых приятеля:- Ба! Какая встреча!- Сколько Лен, сколько Зин...From GiK",1,-1.0298977,10.887289,
765,"Как выяснила налоговая полиция, каждый человек содержит 80% водыи 20% НДС.",0,3.208863,7.3897557,
766,"Учительница спрашивает детей, кем они хотят быть.Ну все говорят, врачом, космонавтом, артистом...А Вовочка - Дедом Морозом.Учительница:- Но почему?Вовочка:- А потому! Классная профессия: недельку подсуетился - и год свободен!(C) Робинзон ОдЕcский",3,0.6789781,11.070779,
767,"Выходит ""новый русский"" из подъезда своего дома и видит:у его Мерседеса крыша погнута, стекла разбиты.Новый русский спрашивает у дворника:- Нифига себе, и что это было???Дворник дрожащим голосом отвечает:- Это сосулька с крыши упала.Новый русский:- А, Сасулька, и кто его крыша?",3,-0.13603275,11.903645,
768,"О Государственном гимне РФ1. Необходимые слова и словосочетания:Россия (Русь), священная, могучая, великая, свободная, народная,наша, страна, отчизна, дружба, братство, будем (будет) всегда, союз,верность, гордость, воля, грядущее, Сергей Михалков.2. Слова, которые ни в коем случае неупотребимы и причины ихнеупотребляемости:радость, доброта - простовато, возвышенный - слишком длинно,истинный, подлинный - искажает смысл, бронепоезд - устарело.3. Мелодия исполняется:а) во время награждения российских спортсменов на международныхсоревнованиях золотыми медалями;б) при встрече высокопоставленных представителей враждебныхи дружественных стран у трапа самолета.4. Функция текста состоит в том, чтобы:а) спортсмены, слыша мелодию, вспоминали слова и рыдали от приливагордости;б) представители враждебных стран (если вдруг им придет в головувыяснять, о чем же говорится в тексе Гос. гимна РФ) не подумали,что граждане России недостаточно гордые и славные.",0,3.6982455,8.89033,
769,Редкое имя-отчество-фамилия:Абрам Соломонович Генштаб,0,3.3399537,9.477084,
770,"Женщина готова на все ради любви, даже заниматься любовью.Мужчина готов на все ради занятия любовью, даже любить.",5,-0.9267093,7.6247344,
771,"До службы в армии спал хорошо, потому что знал, что меня охраняют.Во время службы спал плохо, так как сам охранял.После службы вообще не сплю, так как знаю, как охраняют...",6,0.35903952,8.386383,
772,"По сообщениям агенства Рейтерс, в Петербурге на Неве затонула баржас Виагрой.В настоящий момент петербуржцы не могут добраться домой и на работу,потому что опустить разводные мосты не представляется возможным.",0,3.5377018,9.234718,
773,"Разговаривают две девушки.- Скажи, сколько денег необходимо с собой взять, чтобы поехать в отпуск?- А тебе по-скромному или нет?- А как это?- Ну по-скромному долларов триста хватит, а не по-скромному ещес собой привезешь.",1,-1.3145047,10.558264,
774,"Еще задолго до перестройки в Париж на конгресс пчеловодов прибыл одинзоотехник из колхоза-миллионера. Понятно - в составе делегации.Ну там то-да се, и в какой-то момент поотстал от группысоотечественников, заплутал и идет, вывески на зданиях пытается прочесть…Вдруг видит что-то родное: «Zoo…». По виду вроде как зоомагазин.Ну кое-как прочел. Что-то вроде «Зоофил» получилось. И что это такое,в советское время не каждый профессор знал, не то что зоотехник.Заходит. К нему клерк бросается: что, дескать, угодно?Тот: «Не понимаю».- О, вы иностранец! Откуда будете: Польша, Чехия?- СССР, Россия!- О, вы первый клиент из Советской России. Что вам угодно: кролики,курочки, козочки? Все девственницы...- Не-е-е, это не мой профиль...- Пожалуйста, у нас есть питончик, отличный минетик заполучитеи совсем дешево как русскому гостю...- Не-е-е, не мой профиль...- Ну вот здесь львица, девственница. Один шейх заказал, но до сихпор не заберет...- Не-е-е, не мой профиль...- Так что же ваш профиль?- Пчелы.- О-о-о, да вы гурман!!!",3,0.15056713,11.373696,
775,"Разговаривают два еврея на Times Square.- Хаим, я думаю, здесь была бы уместна статуя Арафата.- Почему, Абрам?- Во-первых, летом она давала бы тень, во-вторых, зимой закрывала быот ветра, а в-третьих, дала бы голубям возможность высказать всеобщеемнение...",7,1.8585887,11.0255575,
776,"Охотник в полном снаряжении встречает приятеля:- Куда это ты собрался, ведь сезон охоты уже закончился?- Да, но моя жена пока об этом не знает...",1,-1.4835384,10.705384,
777,"Два гаишника после ночного дежурства ранним утром останавливаютсяу цирка на Цветном у памятника Никулину. Один сильно датый,второй более-менее при памяти.Первый подходит к памятнику и начинает до####%%:- Почему на тротуар заехали? Вам что, проезжей части мало?Второй:- Серега, ты чего, это ж памятник!А первый еще больше заводится:- Ваши права!- Какие права - это ж ПАМЯТНИК!- А почему номера не покрашены?- Серега, поехали, а то народ скоро в метро пойдет, смеяться будут!- А где талон техосмотра?Второй понял, что это надолго, махнул рукой и уехал.На следующий день встречаются.Тот, который остался - тому, который уехал:- Зря ты вчера свалил, я того на кабриолете на сто баксов раскрутил.",1,-0.51810306,11.918103,
778,"- Девушка, вы снимались в кино?- В кино - нет, а у гостиницы - каждый вечер.",1,-0.84994996,10.085455,
779,"Двое голубых лежат в постели после занятий любовью и разговаривают:- Ты знаешь, Нобелевский комитет обещал премию в один миллион долларовпервому мужчине, который родит!- Извращенцы...",1,-1.8530802,9.755432,
780,Вчера произошло столкновение представителей сексуальных меньшинствс представителями сексуальных большинств. Большинство из меньшинствдоставлено в больницу.,0,3.2752469,9.062796,
781,"Врач после осмотра своего пациента остался очень доволен его состояниемздоровья.- И с сексом у вас, конечно же, все в порядке? - спрашивает врач.- Раза два неделю получается...- Два раза в неделю?! Да с вашей комплекцией и данными вам можно трираза в день этим заниматься!- Мне бы тоже хотелось большего, но католическому священнику в небольшомселе это довольно-таки затруднительно!",6,-2.3821766,10.292779,
782,"Мужик - у гадалки:- Кажется, мне моя жена изменяет с соседом!- Бриллиантовый мой, как же можно изменить такому красавцу?- Да я вчера пришел с работы, а жены нет. А сосед на балконекурит в трусах!- Ну и что?- Так ведь он в ее трусах курил!",1,-1.5326115,11.138674,
783,"Hа лавочке пред студенческим общежитием скучают два мента:- Вань, давай негров побьем! - говорит первый.- Зачем? - удивляется второй.- А интересно, у них синяки бывают?",1,-0.07665196,11.604788,
784,"Подъехал Илья Муромец к камню на перекрестке дорог. На нем написано:""Налево пойдешь - тыщу найдешь, направо пойдешь - лимон откопаешь, прямопойдешь - козлам морду набьешь"". А внизу на камне еще что-томелко-мелко, не разобрать, написано. Слез Илья Муромец с коня, подошел ккамню, наклонился и читает: ""Коль ты такой любознательный, то дальшепешком попрешь!"" Глядь назад, а коня и след простыл...- Ах ты ж, мля! Ладно, - подумал Илья, прячась за камень, - подождемАлешу Поповича.",3,0.5055699,11.852867,
785,"У раввина жена должна была в первый раз родить. По этому поводу онсобрал прихожан и сказал, что, поскольку дети - это большие расходы,было бы хорошо увеличить размер пожертвований. И собрание постановило,что прихожане должны увеличивать свой вклад, каждый раз, когда семьяраввина растет.Но когда вскоре родился уже шестой ребенок, вся синагога сталавозмущаться. Тогда раввин сказал:- Почему вы недовольны? Вы что, не знаете, что дети - это проявлениеволи Божьей?Тут из задних рядов раздался голос:- Так снег и дождь - тоже проявление воли Божьей. Но это ж не мешаетвсе-таки капюшон надевать!",3,0.01848333,10.097523,
786,"Звонок в дверь:- Доктора-похметолога вызывали?- Да.- На что жалуетесь?- Да вот, доктор, запои замучили...- И часто они у вас?- Да раза четыре в год.- И подолгу?- Да месяца по три...",6,-2.2832444,10.579822,
787,"Мужик приходит к гадалке. Та карты раскидывает и говорит:- Так, первое, что вы должны запомнить, - недалеко от вашего домазарыто сокровище.Мужик:- Нет, но это уже слишком! Вы что, с моей женой сговорились? Вы можетеговорить о чем-нибудь, кроме ее первого мужа?",1,-1.7827097,9.864455,
788,"Мужик умирает, ну и попадает на тот свет. Ну там его и спрашивают, мол,чего ты хочешь?Мужик: - Я всю жизнь жил неразделенной любовью. Когда я учился в школе,мне нравилась одна девочка, но ей нравился другой парень. Когда я училсяв институте, я был влюблен в прекрасную девушку, но она вышла замуж задруга. Когда я работал, я был без ума от одной женщины..... но онауехала заграницу. В старости хотел сделать предложение одной бабке, ноона откинула копыта. Короче хочу, чтобы меня любили!!!!Тут очнулся мужик, смотрит - стоит он голый посреди комнаты,а вокруг - пидоры!",1,-1.3654239,11.367963,
789,"Депутат Думы говорит другому:- Почему ты сказал Егору Тимуровичу ""Здравствуй, Егор Михайлович""?Тот отвечает:- Он живет под псевдонимом. Его отец - Мишка Квакин.",0,3.1939585,10.368421,
790,"Каждый день из каждого утюга: ""Европа процветала на дешевом газе из России"". Стесняюсь спросить... А с какого хера он был дешевый? С хрена ли наши негоцианты были такими добренькимм?",0,4.6496754,8.126925,
791,"Общеизвестно, что человек может вечно смотреть на три вещи:как горит огонь, как течет вода и как работает другой человек.Идеальный вариант для наблюдения - пожар.",2,1.8934947,8.187602,
792,"Родители назвали сына Изяславом и он выгодно этим пользовался,пpедставляясь кое-где Славой, а кое-где - Изей.",3,1.3481631,10.00175,
793,"Чтобы преуспеть в жизни, надо соблюдать два правила:1. Никогда не рассказывайте другим все, что вы знаете.2. ............",2,0.8035141,6.4889784,
794,"Звонит пpогpаммеp на pадио и гpит:- Поставьте мне песню гpyппы ""Любэ"" пpо загpyзкy компьютеpа.Ведyщий:- Что-то я не помню y гpyппы ""Любэ"" такой песни, напомните текст!Пpогpаммеp:- ""Com.bat, батяня, батяня, Com.bat""",1,-0.7091293,10.348185,
795,"К хозяину древнего мрачного замка приехал гость. Вечером лакейпоказывает ему комнату, отведенную для ночлега.- Скажите, - спрашивает гость, - не случалось ли в этой комнатечего-нибудь необыкновенного?- Случалось лет десять тому назад, - отвечает лакей. - Утром гость,который здесь ночевал, остался живым.",1,-1.2858044,11.486857,
796,Пассивное участие в пьянке - первый шаг к гомосексуализму.,5,1.1775614,8.406509,
797,"""Бородинская панорама"": вид из Бруклинской тюрьмы на статую Свободы.",0,2.4209445,9.848289,
798,"Любовь зла. Одна Надежда, что Вера добрее.",2,1.4387953,6.6517467,
799,"Однажды Боpис Ельцин пpизвал к себе полковника Путина и спpосил:""Пpезидентом буш?"". Hе pазобpашись с дикцией, Владимиp Путинне только сам стал пpезидентом, но и сделал им Джоpджа Буша.",0,4.8288026,9.5211,
800,"Одесса. Аптека. За прилавком - провизорша (ну, вы же понимаете -дама в теле, 100 кг чистого золота).В аптеку заходит дама бальзаковского возраста и, страшно смущаясь,шепотом:- Простите, вы не могли бы (только, ради Бога, чтобы никто не услышал)продать мне две кружки Эсмарха? (густо краснеет)Провизорша (громко, на всю аптеку, густым басом):- Броня, тащи ей сюда цвей п%здомойкен!!",1,-1.4297477,10.983275,
801,"Зачем напиваться и ползать, когда можно покурить и летать?",4,1.1231009,8.355546,
802,"Босс спрашивает секретаршу:- А вы знаете японский язык?- Да, конечно, я же писала об этом в своем резюме.- ?!- В следующей строчке после объема груди.- А-а! А я дальше не читал!",1,-1.2043519,10.595679,
803,"- А правда, что тебя укусила акула?- Правда...- А за что?- А вот это неправда!",1,0.29418275,10.239682,
804,"- Доктор, у меня что, нимб над головой?- Да нет, батенька. Это у вас рога срослись.",6,-2.5064704,10.130817,
805,"В палату для новорожденных пришел посетитель и спросил одного малыша,сколько ему дней.К изумлению гостя, младенец ответил, что ему три дня.- Та-а-к, а откуда же ты взялся? - пробормотал изумленный посетитель.Ребенок спокойно ответил, что является продуктом интимных отношенийсвоих родителей.- Откуда же ты все это знаешь?- Ну, я же не вчера родился, - ответил малыш.",3,0.17443165,10.431977,
806,"Мужик встречает друга. Тот говорит:- Привет, давно не виделись, как у тебя дела?- Да вот, жениться собираюсь.- Да? И на ком?- Ты ее не знаешь, ее зовут Зоя.- Зойка? Эта потаскуха? Знаю я ее...Через некоторое время он встречает еще одного друга. Друг:- О, сколько лет, сколько зим, как дела?- Да вот, жениться собираюсь.- И кто же она?- Зоя ее зовут, ты, наверное, ее не знаешь.- Как же не знаю? Знаю я эту шлюшку...Еще через некоторое время мужик встречает третьего друга. Тот емуговорит:- Вот так встреча! Как у тебя дела?- Да вот, собираюсь жениться на одной шлюхе...- На Зойке, что ль?",1,-1.4113604,9.917762,
807,"- Что общего между почтальоном и яйцами?- Они только стучат, но никогда не входят внутрь.",2,1.713677,7.2160354,
808,"Разговаривают три женщины. Первая:- Я бы хотела заняться сексом в каком-нибудь восточном замке: вокругбархат, ковры, приятная музыка...Вторая:- А я бы хотела на природе, скажем, на яхте, вокруг море, чайки...Третья:- А я бы хотела в психушке.Все:- ?????????- Понимаете, я люблю трахаться как сумасшедшая.",1,-1.447628,10.197696,
809,Жена мужу:- Давай сегодня займемся сексом на полу.- Зачем?- Очень хочется ощутить хоть что-то твердое.,1,-1.8227977,9.62692,
810,"- Васек, ты собирался жениться на Леночке и, я слышал, свадьбуотменили... Что случилось?- Случилось непредвиденное.- А что такое?- Я передумал.",1,-1.6326203,9.505411,
811,В паспортном отделе:- Мне срочно необходимо поменять фамилию.- Укажите причину.- Я вчера на улице нашел огромную пачку визитных карточек!,1,-0.7924079,10.701422,
812,"В русскую деревню приехала делегация французов. Они на вертолетеоблетели живописные окрестности. При этом у одного француза ветром сголовы сорвало берет. Пилот посадил машину на лугу, где паслось стадокоров. Искать берет пошли француз и местный Вася. Ждать пришлось долго.Когда они вернулись к машине, пилот спросил:- Вася, почему так долго?- Да ему пришлось восемь раз примерять, пока он свой берет нашел!",3,0.086234,12.119248,
813,"Нет для верующего страшнее кошмара, чем толково знающий Библию атеист.",2,1.9030545,7.051649,
814,- Ты что сегодня вечером делаешь?- Ничего. Я пить бросил.,4,0.4887674,7.6003275,
815,"Он сказал... Он сказал, что я буду привлекательнее, если менянемного кое-где побрить. Он сказал, что мне понравится обнаженностьвсего этого. Он сказал, что это - стильно. Он сказал, что я почувствуюсебя чище. Он сказал, что больно не будет. Он сказал, что давно мечталоб этом. Он сказал, что сделает это сам. Он сказал, что будетосторожен. Он сказал, что будет медленным. Он сказал, что готовначать. Он сказал мне лечь. Он сказал, что поможет мне расслабиться.Он сказал, что любит меня. Он сказал, что чувствует себя художником.Он сказал, что закончил. Он сказал, что восхищен тем, как этосмотрится. Он сказал, что доволен своей работой. Он сказал, что хочетмной похвастаться. Он сказал, что хочет взять меня в таком видена прогулку. Он сказал, что хочет, чтобы люди увидели меня такой.Он сказал, что у нас будет просто восхитительный день. Он сказал,что отойдет на секунду. Он сказал, что ему надо надеть ботинки.Я сказала... Я ничего не сказала. Пудели не разговаривают.",6,-0.28847393,8.8085985,
816,Вначале о главном. Главный - в порядке.,2,1.225308,6.5919175,
817,"Разговаривают две актрисы:- Как прошла твоя проба на роль в новом фильме?- Нормально, режиссер только немного покапризничал,что у меня холодные ноги!",1,-1.2487642,11.216556,
818,"Молодая актриса выходит замуж за режиссера. Начинается их брачнаяночь, и она шепчет:- Дорогой, я так боюсь!- Не волнуйся, милая. Я буду очень нежен.- Все равно я буду волноваться. Ведь в любви - как в театре:и в сотый раз испытываешь такой же страх, как на премьере...",1,-1.6264848,9.514521,
819,"Дозы приема крепких алкогольных напитков.100 - Вам хочется начать все сначала и первым делом пропустить ещестопочку.200 - Вас просто пучит от любви к ближнему, особенно если ближнимявляется женщина.300 - У вас открылись глаза, все вокруг братья и вы ищете кому за нихперегрызть глотку.400 - Все вокруг - скоты.500 - Доза - философская. Мозг переполняют гениальные идеи, а поганыйрот не может перевести их на русский язык.600 - Вы поднимаетесь над миром на головокружительную высоту, на которойпочему-то начинает тошнить.700-800 - Ничего не помните, но очевидцы уверяют, будто все этоналомали вы, значит в роду все-таки был Илья Муромец.900 - Возникает остро режущее чувство: как же так, жизнь уже почтипрожита, а дерево не построил, дом не родил, сына не посадил.Захотелось начать все менять и встать, а удалось только пукнуть и лечь.""Официант, еще сто грамм под третий стол. За присутствующих здесь дам"".1000 - Ну вот, еще одним литром водки на свете стало меньше.",4,0.3041791,8.836654,
